Helpful Votes,Review Body,Review Year,Review Headline,Star Rating
1.0,"I've tried other George MacDonald stories before and keep trying because he was so influential to some of my favorite authors, like CS Lewis.  I've read the Maiden's Bequest and so far it's my favorite.  Keep in mind that these were written almost a century ago - so there's definitely a different culture and country that is being represented.  If nothing else, that makes it interesting reading.  On the whole, his stories feel more melodramatic than I'm accustomed to.  I keep wondering in what way he inspired CS Lewis since his books are nothing like this.  I'm guessing that I need to understand and read more of what came before MacDonald to understand the significance of what he accomplished.",08/31/2015 0:00,"... because he was so influential to some of my favorite authors, like CS Lewis",4.0
5.0,"Mr. Friedman, an eminent biblical scholar whose works have helped 'unmask' god and explain the method by which the Torah was assembled has failed here in his commentary.  The Torah, oft commented on but rarely successfully explained, is not illuminated here and in fact many of the 'asides' and 'comments' seem far to laid back and far to unprofessional to really meet the muster required of a biblical commentary carrying any weight.  such lines as 'the holiest of holies' take away and transport the reader into popular history, from which the reader never emerges.  A biblical commentary should be of the highest most professional nature and its points should be clear, but this edition skips over essential debates due to the authors disinterest or, perhaps, ill knowledge.  For instance the 'Rape of Dina' is totally glossed over and none of its ramifications are illuminated.  Why was Dina Raped and what was gods judgment on the vengeance?  Did Dina love the prince of Shachem?  This commentary does the bare minimum although it seems to spend more time on other items, for instance the Dietary Laws.  This is by far one of the least impressive commentaries that can be found on the Torah, far better ones can be found, unless you value the laid back nature of it, then you will be happily pleased.",01/26/2004 0:00,Not impressed,4.0
3.0,"I enjoyed this book, fair warning though, I knew very little about Ayurveda when I started this book - it is packed with great info - and I found it fascinating. If you enjoy learning new ways at looking at how the mind works, it's worth a read.",08/28/2015 0:00,"If you enjoy learning new ways at looking at how the mind works, it's worth a read.",5.0
0.0,"I am a big fan of the author and have almost every book she has written.  And as I like to read books over and over again I never give them away.  I was so disappointed in this one that I sold it in a garage sale as a protest as to how bad it was.  The characters were not belivable, their was no sympathy or understanding for the main character and dark is not the word I would use (as I am also a Stephen King fan).  It was just awful.",10/21/2012 0:00,Never give a book away,1.0
12.0,"TIES THAT BIND is a vehicle for Phillip Margolin's reintroduction of Amanda Jaffe, last seen in WILD JUSTICE. Jaffe is still adversely affected by the events that befell her in that novel and is making efforts to deal with them. Daniel Ames from THE ASSOCIATE also makes a cameo appearance, but this is primarily Jaffe's book. Jaffe is an interesting character, but in TIES THAT BIND, she tends to get lost among the more interesting people and events around her.There aren't a lot of sympathetic characters in TIES THAT BIND. The bad guys are really bad and as is often the case, they're more interesting than the white hats. Jon Dupre, a violent pimp accused of murdering Senator Harold Travis, is a world-class scumbag. It's difficult to let your sense of justice rise to the occasion and see him acquitted of a crime for which he might be wrongfully accused. However, the evidence against him looks strong and, while in police custody, he kills his court-appointed attorney. To paraphrase Tom Sawyer's Aunt Polly, he wouldn't miss a lick if he rode the lightning, even if it was for the wrong crime.There accordingly isn't a lot of tension for any sort of race against time to find the real killer. On top of that, Travis is an extortionist and a murderer in his own right, so his death is not going to elicit any particular sympathy, one way or the other. When Jaffe is requested by the court to take over his defense, it looks like an uphill battle for her. When she begins to investigate Dupre's alibi and claims of innocence, however, she is pressured --- violently --- to drop her investigation and let justice take its course. What is interesting here is what the investigation ultimately uncovers, which is a conspiracy that has existed for decades and that links Travis to a mysterious group of public officials and drug lords. As Jaffe nears the surprising truth, she brings danger closer to herself and those she loves, even as the truth that she and her client is seeking comes from a totally unexpected source.Margolin's plot doesn't always hang together perfectly. The method by which the surprise ending is effected, in particular, is somewhat of a stretch and requires some suspension of disbelief, though it is ultimately quite satisfying. Overall, Margolin remains an exciting writer of great economy with the ability to keep readers turning pages as fast as they are capable of reading. TIES THAT BIND ultimately continues Margolin's unbroken string of riveting, spellbinding novels that are almost impossible to put down without finishing.--- Reviewed by Joe Hartlaub",03/15/2003 0:00,"Margolin has written another page turner, despite some flaws",3.0
6.0,"In 'Without Remorse,' Tom Clancy tells us the story of CIA legend Mr.  Clark.  'Remorse' Takes place during the frantic days of the Vietnam War  when ex-Navy seal John Kelly is content to live a solitery life after the  death of his wife and child.  When a new friend of Kelly's is brutaly  murdered and he himself injured, he becomes John Clark and takes the law  into his own hands.  While Clark's rampage is in full swing in Baltimore, a  downed Mormom pilot is taken prisoner in Vietnam.  The top brass are  adamant that this pilot be brought back before he is forced to give away  defence secrets.  Clark is called in and sent back to battle for one final  mission.  The results of both Clark's military mission and his destructive  personal vendetta make this a thriller in the great Clancy tradition.  'Without Remorse' sets the stage for the 'Jack Ryan' novels in which John  Clark is a major character and is another thrill-filled novel from the  master.",08/22/2000 0:00,The Birth of a Legend,4.0
0.0,Didn't last as long as I'd have liked it to.,08/31/2015 0:00,Came apart,4.0
0.0,My 13 yr old read this in one night. She loved it.,08/29/2015 0:00,"A fun, quick read",5.0
0.0,Nice 'behind the scene' images and artwork for the game.,08/28/2015 0:00,Five Stars,5.0
0.0,I already lost 18 lbs in the last three weeks on the Atkins Diet.  My brother lost over 30 Lbs when he learned that he was pre-diabetic also.  If your sugars are high you need to read this book and take control of your diet for your future health.  Diabetes leads to Blindness and amputations etc..,06/15/2013 0:00,Alot of useful information in this book,5.0
3.0,"With A Dance with Dragons, the 5th novel of A Song of Ice and Fire, there is a sense that George R.R. Martin has instilled a few too many plotlines. As there are so many characters doing so many things, it makes me wonder if the story will ever be wrapped up in my lifetime. Despite this fact, I still finished A Dance with Dragons with more of a positive outlook than others might. I'd also like to point out that I was spoiled before I read this book, so whatever preconceptions or hopes I had were quickly washed away before I read even the first pages. As such, I feel like I was able to enjoy it for what it was.After killing his father in cold blood, Tyrion has left King's Landing to go east in search for Daenerys Targaryen. The talk is she is in Meereen preparing her army and growing her dragons in order to invade Westeros. As Tyrion makes his journey, he also goes through his own personal growth as he must cope with his killing of Tywin and Shae. Daenerys is having her own troubles controlling Meereen. Many different forces seem to be conspiring against her, and her rule is on the verge of being overturned. She is having to watch herself in everything she does. One wrong move, and she is done for. Meanwhile up north, Jon Snow is having a tough time getting the Night's Watch to accept the Wildings past the Wall, not to mention Stannis and Melisandre are both there as an added threat. Other plots emerge from Bran as he continues his journey north of the Wall, from Reek trying to find out what his name in his past life was, and from Arya who continues her own training to become an assassin. Of course there are several other point of view characters, as is GRRM's way.Tyrion, Daenerys, and Jon are the three that push this narrative forward. They each go through their own transformations. Tyrion never really seemed like himself this time around, but I can let that past as I didn't really expect him to be his jolly 'ol self after killing two people he knew quite well (or, at least, thought so). Dany and Jon both learn that ruling over a lot of people isn't quite what it seems, and everything they decide to do just wouldn't work. Both of them are really put through the ringer as they fail time and time again. Martin definately understands the concept of having your characters fail before they succeed. On another note, the couple of chapters from Bran were just downright beautifully written. Martin was at his best in writing these; I just wish there had been more of it.Despite all this, A Dance with Dragons is still really faulty. The first half of the novel was slow in building up its tension, and the second half seemed to have no narrative coherence. Chapters appear from characters like Jaime and Cersei without really accomplishing anything. And while there isn't an anti-climax in regards to the internal struggles, any fights or battles that might be expected never happened. There's a sense that Martin dug himself into a hole, and while I believe he has found his way out, there was no way that he was going to get out in just a novel's time. For a while I've been wondering if anything could have been done to the structure of A Dance with Dragons to give it a more satisfactory ending, but I really couldn't figure out anything that would work. The cliffhanger in Winterfell is well used, in my opinion, and wouldn't change that. It is the cliffhanger in Meereen, though, that I wish could have been better resolved. Unfortunately, I think it is quite obvious that Battle of Meereen would simply be too long. I can honestly see it taking up half of the next book.(Hopefully Martin decides to showcase the battle without pausing to go elsewhere. It would make for an exciting few hundred pages to see him go through the four or so point of view characters and no one else.)Through all its faults, I still liked the book. I thought it was entertaining, though not on the level of A Game of Thrones, A Clash of Kings, or A Storm of Swords. I am remaining optimistic and feel confident that Martin has figured out the Meereenese knot and, as such, will get The Winds of Winter out in the next two years. He has a lot of work to do, though, with all these different characters. It's about time he kills off a few of them (and keeps them dead).I'm not sure people will enjoy A Dance with Dragons. It is a lot of build up but not much else. I enjoyed it for what it is -- another piece of a very long story. Very long.3.5/5",07/21/2012 0:00,"GRRM Overreaches, but Still Quite Good",4.0
2.0,"This is the perfect toddler book. I got it from the library for a homeschool lesson, and my daughter loved it so much I'm going to buy our own copy. The images are colorful and soft, with lots to look at. The story (or poetry) is very simple and short. I like how, even though the story centers around baby Jesse and his mom, the dad is involved also. The story is very warm, with obvious affection shown for Jesse by his parents.",05/30/2007 0:00,Excellent book!,5.0
0.0,Enjoyable read. Light - funny - and TRUE!! WOMEN--Love yourself and don't stay bound by society's youth obsession. Enjoy the freedom - you've earned it !!,03/22/2014 0:00,Today I Am a Ma'am.....,4.0
0.0,Work,08/28/2015 0:00,Four Stars,4.0
0.0,Excellent!,08/26/2015 0:00,Five Stars,5.0
0.0,"This book was okay at the beginning but gets repetitive quick.  Plus, do some background research on the author - not a cool dude.  I had to buy this book for class, otherwise I would not support the man.",04/25/2014 0:00,Repeat Repeat Repeat,1.0
0.0,"Love, love, love Diane Mott Davidson's books, but found this one slow on the uptake. I will forever be a fan, and will continue reading her books, but like most things in life, they can't all be \zingers\"". Still one of my favorite relaxing books.""",10/11/2012 0:00,Slow read,4.0
1.0,"Watching my 4-year-old Granddaughter full time since she was born I am always looking for ideas, tips and tricks to keep Alice entertained. I am not a fan of sticking her in front of the television; although I have to admit it’s very tempting!! We do use a lot of learning apps on the iPad but I would love to have a few minutes of quiet time while she is still entertained without being plugged in. Since Alice and family live in an apartment I can’t just send her outsidEntertaine to play. Outside means a drive to a park. How to Entertain, Distract, and Unplug Your Kids: Tricks, Tools, and Spontaneous Screen-Free Activities for people just like me! Some of these ideas are smack your forehead and ask “Why didn’t I THINK of that before!?!”<br />The ideas in this book are fun, practical and easy to use. I can actually have a few minutes to myself! While a lot of the activities work best with more than one child there are still plenty of ideas for that single child.<br />I also use several of the ideas for playtime for US together. Building a fort is always a huge hit!  At Home Printing which one of the ways is to paint on the bottom of a cookie sheet, then using fingers, cars or whatever Alice has collected to make the design for our ‘print’. Then turn the cookie sheet over onto paper, canvas, t-shirt ....and instant art!! We made several ‘prints’ One I put on a canvas, one paper and one on paper towel. Things I learned; if you let the paper set too long on the cookie sheet you will have to scrub everything off… so don’t let the paint dry!! Alice lasted less than 15 minutes verses the 45 to 60 minutes the book says. Again! Alice is four! Older kids would stay engaged longer.<br />How to Entertain; is wonderfully written with plenty of cute stories, history and sarcasm. Y’all know how I love the sarcasm! The doodle like art work is awesome.<br />Each project has a time estimate for the project. Some time estimates are a little on the high side BUT, I’m working with a four year old and just one kid. It might be more accurate for multiple and older kids.<br />I have received a free or greatly discounted product for the purpose of this review. The opinions are 100% mine. I have not been influenced in any way.I’m working with a four year old and just one kid. It might be more accurate for multiple and older kids.<br />I have received a free or greatly discounted product for the purpose of this review. The opinions are 100% mine. I have not been influenced in any way.",08/27/2015 0:00,Great Ideas!!,5.0
0.0,These were my favorite books as a child of 8-9. I have bought them for each of my granddaughters so they can enjoy them too.,02/19/2014 0:00,Mrs Piggle Wiggle,5.0
19.0,"This was a very hard read for me; the author seemed very braggy and boisterous about his events. I appreciate his service but was able to read through the lines of his words and feel his arrogance through his words. I look forward to watching the movie, hopefully the screenwriters will give me more insight.",08/29/2015 0:00,September 2015 EyeCU,2.0
0.0,great,08/31/2015 0:00,Five Stars,5.0
0.0,Awesome,08/27/2015 0:00,Five Stars,5.0
1.0,"There is stuff in this book I doubt Earle remembers, but it's to his credit that he has survived to become the vital artist he is. Your appriciation of him will grow as you learn more about his intelligent, but frequently \ill-informed\"" (to put it nicely) ways.""",02/16/2003 0:00,Near death is right,4.0
0.0,"I purchased &#34;That's Not My Dragon&#34; for a grandson and he loved it.  I purchased &#34;That's Not My Penguin&#34; for my granddaughter and when it arrived I looked through it.  The cover is cute as are most of the pages.  However, the first page is very scary!  The kind of scary that makes kids have night mares.  The eyes on the first penguin are horrible and I am in search of some eye stickers to place over the eyes so that I can read the book to my granddaughter.  My advice is don't buy this book.",08/27/2015 0:00,Too scary for small children,2.0
0.0,You can't go wrong with an herbal book written by Rosemary Gladstar.,08/27/2015 0:00,Five Stars,5.0
0.0,"The sixth and final installment of Colleen Coble’s A Journey of the Heart, A Heart’s Home offers a satisfying conclusion to the dramatic yet heartwarming series. In this novella, the future of the romance between Emmie and Isaac remains uncertain amidst the difficulties of life at the fort. Between their promises to keep and duties to perform, the challenges quickly mount between the two. This final bit of unexpected drama for the series’ beloved characters provides an entertaining, albeit slightly predictable, ending and I think fans of the series will enjoy it. Readers who have journeyed through the entire series will not want to miss A Heart’s Home.<br /><br />Thanks to LitFuse Publicity Group, I received a copy of A Heart’s Home and the opportunity to provide an honest review. I was not required to write a positive review, and all the opinions I have expressed are my own.",08/30/2015 0:00,A Heart's Home,5.0
13.0,"I was about halfway through this work when I began to read the reviews here. I was heartened to find that I was not alone in finding Korda's tone condescending, snobbish, and in its own way, extremely provincial. He seems to value his neighbors, if at all, for one reason: their utility. That is, their usefulness to himself! He displays very little genuine interest in these hardworking people in terms of their histories, their interior lives, their unique stories. They're just there to fix stuff and do the physical labor which is apparently beneath Mr. Korda.Despite the author's long-time position as editor at Simon and Schuster, I did not find the book particularly well-written. Indeed, I found it riddled with cliches, especially \in our neck of the woods.\"" Did the editor not submit his work to an editor?I almost always finish books once I start them. In this case I made an exception. Life is too short to read unfunny and basically insufferable books like this one.""",03/15/2005 0:00,Spare me Mr. Korda,2.0
1.0,"It has been quite a while since I have read and reported on an adult book, but for some reason this one caught my eye in the bookstore.Sonea has grown up in the slums of Kyralia where she's developed, among other things, a great fear and dislike of the Magician's Guild. The Guild, as the dwells (the lower class) see it, are dangerous and greedy, pushing them around and only using their abilities for helping the rich. They know, above all else, to steer clear of magicians. Which wouldn't be too difficult, except that Sonea has magic too, strong, untrained magic that the Guild has discovered and cannot let go uncontrolled.A part of me felt like this book (the first one in a trilogy) took too long to get going. There was too much running and hiding from the Guild and not enough actual magic, for my taste. Not that the story was bad, it just felt a bit redundant. But, being a series involving magic and lessons, it ultimately held my attention despite the meandering start.I don't think the different characters were as well developed as they could have been and I disliked the fact that a number of them seemed to disappear halfway through the book. We got to know some people and then never saw them again, which is frustrating and even a bit disappointing.But what the book lacked in character, it made up for in world and plot twist. While it seemed like more could have been happening, there were certainly a handful of unexpected events and what was a set up for a great overall series. Who in the Guild can you trust?I was left with the feeling that book 2 and 3 would be even more exciting than the first. I can only hope I'm right since I definitely intend to buy it this week.",02/26/2011 0:00,A Fun Fantasy,4.0
2.0,I loved it! This story is heartbreaking and beautiful. Ward's excellent at capturing the voices of the three distinct woman. i ate up every word.,08/20/2003 0:00,tales of loneliness and death,4.0
24.0,"With the precision of a prosecuting attorney and the eloquence of a Keltic bard, Peggy Noonan gives us the most well written indictment of the Clintons yet. All of their banal evil is laid bare for even the most thick  headed Clinton sychophant to view. It was wonderfull to read this book, but  sad that it had to be written.(...)",03/24/2000 0:00,The Best Indictment of the Clintons Yet,5.0
0.0,"Alison has many rules about life. They aren't your normal rules, like Don't Talk to Strangers. No, one of her rules is not using her locker. Another is avoiding Boston at all costs. But then Patrick comes to town. Alison's best friend, Laurie, is falling for him, and Alison is, too. And it scares her.The school newspaper goes to Boston on a field trip, and even Alison doesn't abide by one of her rules and she goes. When she's in Boston, you see why she has so many weird rules. You find out why she's afraid of the city. You also find out why she's so afraid of being close to people.If you are looking for a happy book, don't read this. I was actually crying at the end, and it takes a lot for me to cry. It's sad, but it also makes you think about your life. I haven't read any other of Catherine Clark's books, but you'll be sure I'll be getting another one now. This book had me hooked from the beginning, and I read the whole book on Tuesday because it was just so addicting and had me wondering what was going to happen so much that I stayed up and finished it on Tuesday night, I couldn't wait until the next day to read this.If you are looking for a good book that is written well, and that will make you think about your life, I recommend this. However, if you want all that minus the sadness factor, then this definitely isn't the book for you.",06/11/2014 0:00,Hope's Bookshelf Reviews:,4.0
1.0,This book was not as good as the first thee. I felt that the author was just trying to finish the series.,08/22/2013 0:00,It was okay,3.0
0.0,so so,08/27/2015 0:00,Three Stars,3.0
0.0,My wife is Chinese and she loves it.,08/31/2015 0:00,Five Stars,5.0
0.0,"The book reads like a blog. There is a lot of really good information that is sandwiched between irrelevant or unnecessary information. For example, Chapter 2 of his book contains an unnecessarily long passage about batteries for cameras. Obviously, this information was factually correct but it seemed highly unnecessary. If a forensic investigator or student needed this oddly detailed information about batteries, he or she may need to change professions. He also references website content, which I find to be in poor taste because that content may not always be there. Sometimes he anecdotal references conversations he has had at conventions, in the classroom, and in the field, which is nice for a blog or lecture but I feel that it is out of place in a textbook.<br /><br />He also discusses areas he would like to change forensic education. I do understand his concern and he is definitely right about how there is a really good possibility in seeing disturbing content on people's hard drives. It is a good topic to discuss but this book shouldn't be the place for it, or minimally not in the middle of the book. These random topic discussions are interspersed throughout the book and makes the book seem like he is rambling in multiple directions.<br /><br />Ultimately I rated this book a 2 because it lacked direction. There is good content, but it could have been delivered more succinctly.",08/27/2015 0:00,Verbose,2.0
0.0,"Gallaway says Performance = Potential minus interference.  If you are looking to reduce the &#34;interference&#34; in your game of tennis, this book is a must.  If you do not know proper strokes and footwork and strategy by all means get that kind of coaching.  But if you know that stuff at least intellectually, but cannot consistently apply it then you have &#34;interference&#34;.  For a few dollars you get access to a very effective mind body approach that helps reduce the interference and tunes the mind and body to higher levels of performance.  I definitely would recommend the kindle version as there are direct links to free videos that will help you actually use the energy psychology procedures Dr Pasahow teaches.",08/31/2015 0:00,Get Rid of the interference that reduces your performance,5.0
3.0,"This story is told through the internal voices of a mother and her children as they are conscripted by the head-of-the-family to go on a religious mission to Africa.Each of the family members into whose minds we enter has a somewhat distinctive voice. But they all are strangely literate voices, down to the youngster in the family, hardly more than a toddler. So they all immediately strike the reader as different shades of the author's mind. This sort of ubiquitous autobiography is almost impossible for a fiction writer to avoid. But in this case, such self-centeredness comes off as a virtue. A reader can soak in the polished thoughts of an author of superb intelligence, soak in the words - such words as never seem to come out of the everyday people one meets in real life. So this book can be read as pure pleasure, as an escape into a salon of fine minds. In that sense, it really is fiction. But it can also be read as pure pain - as a factual account of the crushing problems experienced by all the people of the Congo in the throes of colonial rule.This is a wonderful, memorable book. There is only one drawback to reading it; and it has only one flaw in its writing.The drawback is that it plays into the mounting pessimism about Africa's plight. Many African-American leaders in particular object to the current representation of the Continent simply as a place of problems. And this book can only increase that sense of Africa as being an irredeemable, almost cursed land. There is ultimately no celebration of African culture here - no sense of the possibility of triumph. Africa is experienced as an all-downhill experience along a slide of megalomaniacal leaders, of dangerous beasts, of nature's adversity in the form of alternate droughts and mudslides. Perhaps as a result of this depiction of unrelieved misery, Kingsolver might perpetuate a sort of racism, when surely it is her intention to do just the opposite - to show how humankind is welded together by universal tragedy.The one flaw in the writing of the book is that the father in the family is given no voice. We do not hear his inner reflection and philosophizing. We do not get an insight into his motives. He comes off only as viewed and judged by others - as a religious fanatic who impresses the rest of his family into service to his vision. And it is so easy, almost inevitable, to make the one who is not known, the one in whose shoes we do not walk - the villain of the piece. If to know all is to forgive all, it is the father who is the most unforgiven here, and he therefore becomes the biggest victim of the story. So for all her command of the English language and all her ability to find the right phrase for every nuance of sentiment, Kingsolver perhaps arrives at a second unintended consequence.However this is still a very good book.",06/17/2007 0:00,Reading a Master Mind-Writer,4.0
0.0,Book is in good condition I will love reading this to my nephew,08/29/2015 0:00,Good deal,5.0
0.0,I like this better than fifty shades!,08/31/2015 0:00,Five Stars,5.0
0.0,"Jesus loved to tell stories to people and people loved to listen to them until some people turned away because what He offered they didn’t accept.  Now, centuries earlier, God did an amazing work when He took the Jewish people from captivity to a land they were to conquer and thrive in.  If you have ever read about the Exodus or seen the many versions of movies based on this historical event, then you are familiar with that story.<br />Sonya Contreras utilizes storytelling, an historical event and a Biblical account to give us a novel that takes the reader back in time to the ancient world.  What made this novel different for me was the heart of the author and the unique approach to what we read in Exodus 1-15.  The novel doesn’t cover everything in the passage as it’s the first book in the series with a second book in the works titled, I Have Called You By Name.<br />The one aspect of the novel that I most appreciated was pointing out that the plagues were to show the false gods versus The One True God.  It was an epic battle for the hearts and souls of those God would call His own against the false gods who weren’t gods at all.  The story shows how through the plagues various characters either realized they were worshipping a false god or some would choose to fight against the God of the Hebrew people.<br />What I also enjoyed was how the author showed how some of the Hebrew people were struggling with following The One True God.  Throughout the book I was enthralled with the drama between Moses and Pharaoh, and eventually how Pharaoh was eventually revealed to the people as nothing but a mortal man, belying their belief in his deity.<br />When you read the list of sources the author used, you get a glimpse into her heart to see a woman who believes wholeheartedly in God and via stories tells the world about Him.  The novel will help readers in understanding how each plague was directly correlated with a specific god or gods that was believed to have power and how God totally and unequivocally shredded these false deities.  I appreciate the author’s work, research and her heart to tell the world a story that captures the heart and engages the mind!  I look forward to her second book whenever it’s released and I plan to read it!and how God totally and unequivocally shredded these false deities.  I appreciate the author’s work, research and her heart to tell the world a story that captures the heart and engages the mind!  I look forward to her second book whenever it’s released and I plan to read it!",08/31/2015 0:00,Can't wait for the next one!,5.0
0.0,Excellent book. It was an emotional read and I knew some of the people!,08/27/2015 0:00,Five Stars,5.0
0.0,"While George R.R. Martin's Game of Thrones books 1-3 were highly entertaining, the fun screeches to a stop with his fourth book. The book seems disjointed and involves minor characters that you previously didn't care about. In truth - it was boring. There were some characters that you will recognize Cersei & Jaime but the action doesn't occur until about 87% into the book. I found reading this book a burden and I peservered because everyone tells me the fifith book is better. I hate to say this but reading a full synopsis of this book and then jumping to book #5 might not have been such a bad idea. However, if you are a truly dedicated fan you can face &#34;the wall&#34; and read &#34;A Feast for Crows: A Song of Ice and Fire&#34;.",06/23/2014 0:00,A long slog through Crows,2.0
11.0,"Don't buy this. I am a native speaker of Spanish, and this edition probably qualifies as one of the worst translations from English to Spanish that I have ever seen. I would say they just used Google Translate and printed out the book directly from there. Loads of typos, grammatical errors, inconsistencies, and sometimes blatant nonsense every time I try to figure out what these sentences mean. If I had known, I'd have translated it myself for my daughter.",08/26/2015 0:00,Don't buy this,1.0
1.0,"Fog And Darkness is a piece of noteworthy historical fiction taking place the final year of War World ll. Roger L. Conlee pulls the reader along with bated breath, right up to the end. There's no need to be a historian to follow the storyline, thanks to Roger's adeptness in educating the reader. You will be emotionally attached to this novel. Say what...two protagonists? A great depiction of the love these two men have for this great country of ours!",08/29/2015 0:00,FOG AND DARKNESS,5.0
1.0,Fast service & delivered as expected .,08/31/2015 0:00,Satisfied,5.0
1.0,"I loved the first book. The second book was pretty good, and in the third? We've got a changing POV that doesn't work as both characters sound alike. I had to keep checking to see whose POV the story was in and I don't think the payoff really worked. I give the author kudos for having the guts to end the book where she did, but the rest of the novel was safe, boring and uninspired.",03/13/2014 0:00,Well this went off the rails quickly.,2.0
0.0,This book will take you from the very start 'til the end. A real &#34;Can't put it down&#34; must read.,10/16/2013 0:00,Claney at his Best,5.0
,"THE SETUPJoe Leaphorn's old friend, Mel Bork, sends Leaphorn a magazine photo which shows an famous old Navaho rug, believed to have been lost in a fire.  After Bork has been missing several days, Leaphorn investigates the rug.PREMISE--contains spoilersA CIA agent (Perkins) working in Vietnam in the late-1960s siphons off a fortune intended for bribes, and then \retires\"" to San Francisco.  He takes a young Hmong boy (Tommy Vang) with him",,where he (as Roy Shonack) betrays several accomplices.  Unbelievably,
1.0,"This really appeals to my sense of organizing, gathering data, creating a draft, etc. etc. Very well presented. Dave Palmer",08/30/2015 0:00,"This really appeals to my sense of organizing, gathering ...",5.0
0.0,Wonderful heart warming story. I plan to buy copies for my family. Allen's dog isunbelievable and lovable. The story made me want a dog.,02/15/2014 0:00,Wonderful heart warming story!,5.0
0.0,The conclusion to this series. Brings everything together nicely. It was hard saying goodbye to the characters. Don't miss it.,08/28/2015 0:00,Brings everything together nicely. It was hard saying goodbye to the characters,5.0
0.0,This book is part of a series by this author and I was happy to be able to find it on this website.  Some books are out-of-publication and hard to find.  I enjoy reading it and look forward to purchasing additional books by this author.  I'm really thrilled to have discovered this website.,01/07/2010 0:00,It Happened On Autumun,5.0
0.0,I liked this 3rd and last in the Divergent Series.  It brought the story all together in a very fascinating way.  Veronica Roth has a wonderful imagination and I loved the whole concept of the series. I  think this is good reading for teenagers as well as adults.,12/30/2013 0:00,good read,4.0
0.0,"Peak Marcello is the youngest person ever to climb Mount Everest and he is only 15 years old. Well, at least he wants to be the youngest. Peak is like any other boy, aside from the fact that he loves to climb.<br />Peak’s parents are divorced. He never really knew his father until he gets arrested for trying to climb a skyscraper. Peak’s father came to his trial, where the judge ordered Peak to go with his father to Thailand, until the publicity of his arrest subsided.  Once on the plane, Peak realizes they aren’t going to Thailand at all. Peak father was taking him to climb Mount Everest. Peak’s father’s company needed more business, so to get more publicity; he selfishly tries to make Peak become the youngest person ever to climb Mount Everest. Peak starts to climb up Mount Everest; when climbing, he catches a disease that has spread through the camp. Being sick made it harder for him to climb, but it also helps him realize that he will have to focus all of his energy on his climbing, in order to reach the top of the mountain.  When he finally makes it to the summit he has to make a decision that will change not only his life, but the lives of many others.<br />Peak Marcello – brave and adventurous, smart but careless. The theme throughout the book is to not give up in my opinion. I think this is the theme because he climbs Mount Everest and has the pressure of being the youngest person to climb Mount Everest. I recommend this book for kids ages 9-11 who like long and intense books.",08/30/2015 0:00,Peak Review,4.0
,"My bookworm friends who know me well know that I love stories that are sad or tragic. In fact, oftentimes, the bleaker the book, the more I like it. So, even though I'd never read this one, I knew when everyone insisted that I do that things might end badly for The Yearling.The story, set in the Florida backwoods, begins in April in the late 1800s. Twelve-year-old Jody, the main character, lives off the land with his large, gruff mother, Ora, and small but tough as nails father, Ezra \Penny\"" Baxter",,he regularly intervenes to make things right with Ma Baxter in order to ensure that he gets to have some fun mixed in with his many chores and responsibilities. The family,
4.0,"In his sequel to The Diamond Throne, Eddings spends more time developing the characters as well as taking the reader on a whirlwind quest for Bhelliom.  This book was one that I couldn't put down.  I took it everywhere with me and read it until it was DONE.  It left me wanting more. I recommend it to all you fantasy readers out there. I liked it much more than The Diamond Throne!",03/29/1998 0:00,Absolutely Addictive!,5.0
,"I will not write a full synopsis of this novel since there is one written by the Amazon reviewer. This is basically the story of Hannah Musgrave, an American woman who comes of age in the 1960s and gets involved in the counterculture. She has to flee to Africa to avoid a federal indictment and gets involved in the turbulent politics of Liberia while also becoming attached to the chimpanzees she encounters in a research lab where she works.It is true that it is a little difficult to sympathize with Hannah and it is clear that she is confused and throughout her life she is searching for her identity. She is also trying to determine where she belongs, which country is hers. She seems to have a problem of being too detached from those who are close to her. Yet she is strong-willed, very independent and idealistic, perhaps, to a fault.Russell Banks writes wonderful prose and the passages dealing with Hannah's farm in the beginning are quite absorbing. There is just one slightly slow portion when Hannah takes road trip in Liberia to meet her potential in-laws. But apart from that the book moves quite fluidly. The story moves quickly in the second half of the book and the final 15-20 pages are quite dark and thought provoking.This was the first book I've read by this author. I had seen the film adaptation of \The Sweet Hereafter\"" which I thought was quite interesting",,1,
0.0,Excelente libro refleja la naturaleza y la ambición del ser humano. Es uno de los libro en donde el asesino es un asesino de principios.,08/31/2015 0:00,Excelente libro refleja la naturaleza y la ambición del ser ...,5.0
0.0,"Betty Crocker's Low Fat Low Cholesterol CookbookLove discussions on the different types of fat, how to read labels, etcTells you how to substitute your favorite with better healthier ingredients. Although this book was written in 1990 I think the charts are a bit off as to the limits of intake as that has changed over the years. What was once a good number for total cholesterol is now considered to be high.185 recipes from many different categories. Excellent source of exactly what is in each recipe: sodium, fat, sugars, cholesterol, etc.Love the tips along the way about what can not be substituted.  This book tells you that you can have everything you are used to eating, just a smaller amount. This goes against what our nutritionist told us-we no longer eat processed meats especially hot dogs.I received this book from National Library Service for my BARD (Braille Audio Reading Device).",04/28/2014 0:00,low fat low cholesterol cooking,3.0
