Name,URL,Price,Rating,Reviews,Description,ASIN,Details,Manufacturer
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1685204559&sprefix=ba%2Caps%252+C283&sr=8-15,₹899.00,4.3 out of 5 stars,"5,938 ratings","MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.    Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.    Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment    Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.    Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects",B07M9BRCQ5,"Is Discontinued By Manufacturer: No
Product Dimensions: 28 x 27 x 47 cm; 900 Grams
Date First Available: 20 December 2018
Manufacturer: Fur Jaden
ASIN: B07M9BRCQ5
Item model number: DUFF05
Country of Origin: India
Manufacturer: Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028
Item Weight: 900 g
Item Dimensions LxWxH: 28 x 27 x 47 Centimeters
Net Quantity: 1 count
Included Components: 1 Duffle Bag
Generic Name: Duffle Bag
","Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1685204559&sprefix=ba%2Caps%252+C283&sr=8-16,₹248.00,4.0 out of 5 stars,"19,061 ratings","Outer Material: Polyester, Color: Sea Blue    Not water resistant. With Rain Cover:No    Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)    Number of compartments: 2; Laptop Compatibility: No    Age Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility Pocket    Drawstring, 2 Compartments, Compact Size",B07Q7CNPMV,"Product Dimensions: 32 x 29.5 x 47 cm; 490 Grams
Date First Available: 27 March 2019
Manufacturer: Safari Industries (India) Ltd
ASIN: B07Q7CNPMV
Item model number: DAYPACKNEO15CBSEB
Country of Origin: China
Department: unisex-adult
Manufacturer: Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838
Packer: Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838
Importer: Imported and Marketed by Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838
Item Weight: 490 g
Item Dimensions LxWxH: 32 x 29.5 x 47 Centimeters
Net Quantity: 1 Count
Included Components: SAFARI 15 Ltrs Sea Blue Casual Backpack (DAYPACKNEO15CBSEB)
Generic Name: Backpack
","Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1685204559&sprefix=ba%2Caps%252+C283&sr=8-17,₹699,4.0 out of 5 stars,"4,053 ratings",Care Instructions: Wipe with Damp Cloth    Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>    USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>    Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>    Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>    Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult<br>,B09VTCNN75,"Product Dimensions: 30 x 18 x 42 cm; 700 Grams
Date First Available: 17 March 2022
Manufacturer: FUR JADEN
ASIN: B09VTCNN75
Item model number: BM83
Country of Origin: India
Department: unisex-adult
Manufacturer: FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002
Packer: Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002
Item Weight: 700 g
Item Dimensions LxWxH: 30 x 18 x 42 Centimeters
Net Quantity: 1.00 Unit
Generic Name: Anti Theft Laptop Backpack
","FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002"
"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1685204559&sprefix=ba%2Caps%252+C283&sr=8-18,₹889,4.3 out of 5 stars,692 ratings,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Dimensions: 48 x 33 x 23 cm Warranty: 12 months    3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.    Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!    Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.    Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.",B097JHQH13,"Product Dimensions: 23 x 33 x 48 cm; 510 Grams
Date First Available: 1 February 2022
Manufacturer: Safari
ASIN: B097JHQH13
Item model number: GLITTER19CBBLK
Country of Origin: Bangladesh
Department: Girls
Manufacturer: Safari, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Packer: 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Importer: 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Item Weight: 510 g
Item Dimensions LxWxH: 23 x 33 x 48 Centimeters
Generic Name: Casual Daypack
","Safari, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1685204559&sprefix=ba%2Caps%252+C283&sr=8-19,"₹1,299",4.3 out of 5 stars,215 ratings,"Care Instructions: Hand Wash Only    Well Organized compartment ,Security Back Pocket",B0BTD4FK9G,"Product Dimensions: 20 x 32.5 x 47.5 cm; 510 Grams
Date First Available: 30 January 2023
Manufacturer: EXPERTS
ASIN: B0BTD4FK9G
Item model number: LT9 (0) 01 002
Country of Origin: China
Department: Mens
Manufacturer: EXPERTS, China
Packer: China
Importer: Importer Name ltd., Street No. 24/4, New Delhi, India - 110011, Contact: +91-111-000-2400, service@importer.com
Item Weight: 510 g
Item Dimensions LxWxH: 20 x 32.5 x 47.5 Centimeters
Generic Name: BACKPACK
","EXPERTS, China"
"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1685204559&sprefix=ba%2Caps%252+C283&sr=8-20,₹598.00,4.3 out of 5 stars,"10,969 ratings","30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.    Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks    1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty    Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.",Not found,,Not found
Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Camo),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjQ2Mzk1NDM2NjE5ODY0OjE2ODUyMDQ1NTk6c3BfYnRmOjIwMTE2ODc5MTczODk4OjowOjo&url=%2FRed-Lemon-Multifunctional-Waterproof-Anti-Thief%2Fdp%2FB0B12VQFVC%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204559%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,899.00",4.3 out of 5 stars,146 ratings,"➧ PREMIUM MATERIAL: This multifunctional sling bag is made of high quality water resistant and scratchproof polyester material. The hardware such as zippers, pullers are wear resistant, smooth, of premium quality and durable.    ➧CONVENIENT STORAGE: Graceful curved design with a professional look and pure texture. A well arranged spaced compartment with soft sleeve to carry a Tablet, iPad. Spacious enough to store office accesories, mobile, charger, headphones, pens,wallet etc. One hidden pocket at the side to fit waterbottle or folding umbrella. Back pocket to hold money, cards, wallet. Adjustable shoulder straps for better handling. Hidden cards pocket on the strap. Comfortable sturdy handle to easy carry.    ➧ ANTI- THEFT LOCK: A built-in anti theft password lock for added level of security.    ➧ USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.    ➧ SIZE & COMFORT : Dimensions: 18cms x 10 cms x 34 cms (LxWxH). Capacity: 6 Lit Weight : 0.46 Kg. This single shoulder unisex sling bag is perfect to be carried for travel and office. Honeycomb anti sweat design for better air permeability. Ergonomics design with soft padding for maximum back support.",B0B12VQFVC,"Product Dimensions: 18 x 10 x 34 cm; 500 Grams
Date First Available: 11 May 2022
Manufacturer: Encon Impex Pvt Ltd
ASIN: B0B12VQFVC
Item model number: 22085
Country of Origin: China
Department: Unisex Adult
Manufacturer: Encon Impex Pvt Ltd
Item Weight: 500 g
Item Dimensions LxWxH: 18 x 10 x 34 Centimeters
Included Components: Sling Bag
",Encon Impex Pvt Ltd
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjQ2Mzk1NDM2NjE5ODY0OjE2ODUyMDQ1NTk6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204559%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹6,999.00",4.6 out of 5 stars,53 ratings,"CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Black, Water resistant: Yes; INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Fits upto a 16” laptop <br>    FLAT OPENING TECH COMPARTMENT: 5 pockets to store your iPad, adapters and other tech accessories, Padded laptop compartment with lock strap <br>    MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front compartment: slip pockets, pen pockets, zippered pockets, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket <br>    MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>    Lining Description: Polyester; Style Name: Casual; Strap Type: Shoulder Strap; Pattern Name: Solid; Color Name: Crypto; Age Range Description: Adult <br>",B0B7X81X69,"Product Dimensions: 45 x 31 x 13.5 cm; 1.84 Kilograms
Date First Available: 28 July 2022
Manufacturer: Designed By Mokobara Lifestyle Private Limited
ASIN: B0B7X81X69
Item model number: AllWork
Country of Origin: China
Department: Unisex-adult
Manufacturer: Designed By Mokobara Lifestyle Private Limited
Packer: Mokobara Lifestyle Private Limited, Bangalore.
Importer: Mokobara Lifestyle Private Limited, Bangalore. Customer Care: Email : hello@mokobara.com Contact no. 7975298840 (10:30AM - 5:30PM MON-FRI)
Item Weight: 1 kg 840 g
Item Dimensions LxWxH: 45 x 31 x 13.5 Centimeters
Net Quantity: 1.00 count
",Designed By Mokobara Lifestyle Private Limited
"RASHKI Aero Overnighter Backpack 15.6"" Inch Laptop Travel Backpack for men and women with rain dust cover, USB Port (36 litres black vegan leather)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDE1MTgzNDI5NDUzMTg6MTY4NTIwNDYzMjpzcF9hdGY6MjAxNTk3MjkyMzgzOTg6OjA6Og&url=%2FRASHKI-Overnighter-Backpack-Laptop-leather%2Fdp%2FB0BW8T473B%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204632%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"₹2,490",5.0 out of 5 stars,13 ratings,Closure: Zipper    Women Backpack    Women premium Backpack    Women Laptop bag    Unisex Work Backpack    Men Laptop Backpack,B0BW8T473B,"Product Dimensions: 54 x 37 x 18 cm; 2 Kilograms
Date First Available: 20 February 2023
ASIN: B0BW8T473B
Item model number: SCARLET0521MTBR
Country of Origin: India
Department: unisex-adult
Item Weight: 2 kg
Item Dimensions LxWxH: 54 x 37 x 18 Centimeters
Generic Name: Backpack
",Not found
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDE1MTgzNDI5NDUzMTg6MTY4NTIwNDYzMjpzcF9hdGY6MjAxMTAxODE1MTExOTg6OjA6Og&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204632%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"₹4,499.00",4.3 out of 5 stars,168 ratings,"CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Pink and Grey, Water resistant: Yes <br>    PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop <br>    MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve. <br>    HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>    Compartment Description: Up To 16 Inches; Pattern Name: Solid; Color Name: Modern Love; Lining Description: Polyester; Closure Type: Zipper; Warranty Description: 12 Months Warranty; Age Range Description: Adult <br>",B08T1769X9,"Is Discontinued By Manufacturer: No
Product Dimensions: 41 x 29 x 14 cm; 800 Grams
Date First Available: 13 January 2021
Manufacturer: Designed By Mokobara Lifestyle Private Limited
ASIN: B08T1769X9
Item model number: TSBPK12CND22001
Country of Origin: China
Department: unisex-adult
Manufacturer: Designed By Mokobara Lifestyle Private Limited, Mokobara Lifestyle Private Limited, Bangalore. Customer Care: Email : hello@mokobara.com Contact no. 7975298840 (10:30AM - 5:30PM MON-FRI)
Packer: Mokobara
Importer: Mokobara
Item Weight: 800 g
Item Dimensions LxWxH: 41 x 29 x 14 Centimeters
Net Quantity: 1.00 count
Generic Name: The Backpack - Nice and Dusty
","Designed By Mokobara Lifestyle Private Limited, Mokobara Lifestyle Private Limited, Bangalore. Customer Care"
Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1685204632&sprefix=ba%2Caps%252+C283&sr=8-3,₹598.00,4.3 out of 5 stars,"10,969 ratings","30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.    Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks    1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty    Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.",Not found,,Not found
American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1685204632&sprefix=ba%2Caps%252+C283&sr=8-4,"₹1,199.00",4.0 out of 5 stars,"54,253 ratings","Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No    Outer Material: Polyester, Color: Black    Water Resistance: Water resistant , not Waterproof    Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters    Number of Wheels: 0, Number of compartments: 3    Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of    Mesh pockets on both sides to accommodate your sipper or bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support",Not found,,Not found
